Failed to mount package.gunz.hdr!
Failed to mount rsx.gunz.hdr!
Failed to mount rsx2.gunz.hdr!
Failed to open file interface/loadable/itemicon40701.dds.
Failed to open file interface/loadable/itemicon40702.dds.dds.
Failed to open file interface/loadable/itemicon40702.dds.
Failed to open file interface/loadable/itemicon40703.dds.dds.
Failed to open file interface/loadable/itemicon40703.dds.
Failed to open file interface/loadable/itemicon800001.dds.dds.
Failed to open file interface/loadable/itemicon800001.dds.
Failed to open file interface/loadable/itemicon800101.dds.dds.
Failed to open file interface/loadable/itemicon800101.dds.
Failed to open file interface/loadable/itemicon800102.dds.dds.
Failed to open file interface/loadable/itemicon800102.dds.
Failed to open file interface/loadable/itemicon800201.dds.dds.
Failed to open file interface/loadable/itemicon800201.dds.
Failed to open file interface/loadable/itemicon800202.dds.dds.
Failed to open file interface/loadable/itemicon800202.dds.
Failed to open file interface/loadable/itemicon800301.dds.dds.
Failed to open file interface/loadable/itemicon800301.dds.
Failed to open file interface/loadable/itemicon800302.dds.dds.
Failed to open file interface/loadable/itemicon800302.dds.
Failed to open file interface/loadable/itemicon800401.dds.dds.
Failed to open file interface/loadable/itemicon800401.dds.
Failed to open file interface/loadable/itemicon800402.dds.dds.
Failed to open file interface/loadable/itemicon800402.dds.
Failed to open file interface/loadable/gamelist_panel.png.dds.
Failed to open file interface/loadable/dueltournament_lobby_panel.png.dds.
Failed to open file interface/loadable/bottom_panel.png.dds.
Failed to open file interface/loadable/claninfo_panel.tga.dds.
Failed to open file interface/loadable/dueltournamentinfo_panel.tga.dds.
Failed to open file interface/loadable/dueltournamentrankinglabel.png.dds.
Failed to open file interface/loadable/dueltournamentrankingitembg.png.dds.
Failed to open file interface/loadable/arrow_up.tga.dds.
Failed to open file interface/loadable/arrow_down.tga.dds.
Failed to open file interface/loadable/arrow_bar.tga.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/loadable/stage_frame.png.dds.
Failed to open file interface/loadable/itemlistframe.tga.dds.
Failed to open file interface/loadable/relaymaplistframe.tga.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/loadable/map_mansion.bmp.dds.
Failed to open file interface/default/loading/loading_2.jpg.dds.
Failed to open file interface/default/loading/loading.bmp.dds.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.elu.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.elu.
Failed to open file rsx/textures/lighting_candlestick_y02.elu.
Failed to open file lighting_candlestick_y02.elu.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.elu.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.elu.xml.
Failed to open file lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.elu.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.elu.
Failed to open file rsx/textures/lighting_candlestick_y01.elu.
Failed to open file lighting_candlestick_y01.elu.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.elu.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.elu.xml.
Failed to open file lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_nm.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_nm.tga.
Failed to open file lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01_df.tga.dds.
Failed to open file rsx/textures/lighting_candlestick_y01_df.tga.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y01.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y01.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y01.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file lighting_candlestick_y02.scene.xml.
Failed to open file rsx/maps/mansion/lighting_candlestick_y02.scene.xml.
Failed to open file rsx/textures/lighting_candlestick_y02.scene.xml.
Failed to open file mansion_a_dinner_table_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01.scene.xml.
Failed to open file rsx/textures/mansion_a_dinner_table_01.scene.xml.
Failed to open file mansion_a_dinner_table_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01.elu.
Failed to open file rsx/textures/mansion_a_dinner_table_01.elu.
Failed to open file mansion_a_dinner_table_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01.elu.xml.
Failed to open file rsx/textures/mansion_a_dinner_table_01.elu.xml.
Failed to open file mansion_a_dinner_table_01_df.tga.
Failed to open file mansion_a_dinner_table_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01_df.tga.dds.
Failed to open file rsx/textures/mansion_a_dinner_table_01_df.tga.
Failed to open file mansion_a_dinner_table_01_nm.tga.
Failed to open file mansion_a_dinner_table_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_dinner_table_01_nm.tga.
Failed to open file mansion_a_dinner_table_01_nm.tga.
Failed to open file mansion_a_dinner_table_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_dinner_table_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_dinner_table_01_nm.tga.
Failed to open file mansion_a_table_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_table_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_table_library_01.scene.xml.
Failed to open file mansion_a_table_library_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_table_library_01.elu.
Failed to open file rsx/textures/mansion_a_table_library_01.elu.
Failed to open file mansion_a_table_library_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_table_library_01.elu.xml.
Failed to open file rsx/textures/mansion_a_table_library_01.elu.xml.
Failed to open file mansion_a_table_library_df.tga.
Failed to open file mansion_a_table_library_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_table_library_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_table_library_df.tga.dds.
Failed to open file rsx/textures/mansion_a_table_library_df.tga.
Failed to open file mansion_a_table_library_nm.tga.
Failed to open file mansion_a_table_library_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_table_library_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_table_library_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_table_library_nm.tga.
Failed to open file mansion_a_table_library_nm.tga.
Failed to open file mansion_a_table_library_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_table_library_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_table_library_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_table_library_nm.tga.
Failed to open file mansion_a_table_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_table_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_table_library_01.scene.xml.
Failed to open file mansion_a_jar_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_jar_01.scene.xml.
Failed to open file rsx/textures/mansion_a_jar_01.scene.xml.
Failed to open file mansion_a_jar_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_jar_01.elu.
Failed to open file rsx/textures/mansion_a_jar_01.elu.
Failed to open file mansion_a_jar_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_jar_01.elu.xml.
Failed to open file rsx/textures/mansion_a_jar_01.elu.xml.
Failed to open file mansion_a_jar_01_df.tga.dds.
Failed to open file mansion_a_jar_01_df.tga.dds.dds.
Failed to open file rsx/maps/mansion/mansion_a_jar_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_jar_01_df.tga.dds.dds.
Failed to open file mansion_a_jar_01_nm.tga.dds.
Failed to open file mansion_a_jar_01_nm.tga.dds.dds.
Failed to open file rsx/maps/mansion/mansion_a_jar_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_jar_01_nm.tga.dds.dds.
Failed to open file mansion_a_jar_01_df.tga.dds.
Failed to open file mansion_a_jar_01_df.tga.dds.dds.
Failed to open file rsx/maps/mansion/mansion_a_jar_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_jar_01_df.tga.dds.dds.
Failed to open file mansion_a_clock_wall_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01.scene.xml.
Failed to open file rsx/textures/mansion_a_clock_wall_01.scene.xml.
Failed to open file mansion_a_clock_wall_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01.elu.
Failed to open file rsx/textures/mansion_a_clock_wall_01.elu.
Failed to open file mansion_a_clock_wall_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01.elu.xml.
Failed to open file rsx/textures/mansion_a_clock_wall_01.elu.xml.
Failed to open file mansion_a_clock_wall_01_df.tga.
Failed to open file mansion_a_clock_wall_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01_df.tga.dds.
Failed to open file rsx/textures/mansion_a_clock_wall_01_df.tga.
Failed to open file mansion_a_clock_wall_01_nm.tga.
Failed to open file mansion_a_clock_wall_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_clock_wall_01_nm.tga.
Failed to open file mansion_a_clock_wall_01_nm.tga.
Failed to open file mansion_a_clock_wall_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_clock_wall_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_clock_wall_01_nm.tga.
Failed to open file mansion_a_dressing_table_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01.scene.xml.
Failed to open file rsx/textures/mansion_a_dressing_table_01.scene.xml.
Failed to open file mansion_a_dressing_table_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01.elu.
Failed to open file rsx/textures/mansion_a_dressing_table_01.elu.
Failed to open file mansion_a_dressing_table_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01.elu.xml.
Failed to open file rsx/textures/mansion_a_dressing_table_01.elu.xml.
Failed to open file mansion_a_dressing_table_01_df.tga.dds.
Failed to open file mansion_a_dressing_table_01_df.tga.dds.dds.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01_df.tga.dds.dds.
Failed to open file mansion_a_dressing_table_01_nm.tga.dds.
Failed to open file mansion_a_dressing_table_01_nm.tga.dds.dds.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01_nm.tga.dds.dds.
Failed to open file mansion_a_dressing_table_01_df.tga.dds.
Failed to open file mansion_a_dressing_table_01_df.tga.dds.dds.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_dressing_table_01_df.tga.dds.dds.
Failed to open file mansion_a_column_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.scene.xml.
Failed to open file mansion_a_column_library_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.elu.
Failed to open file rsx/textures/mansion_a_column_library_01.elu.
Failed to open file mansion_a_column_library_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.elu.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.elu.xml.
Failed to open file mansion_a_wall_w01_df.tga.
Failed to open file mansion_a_wall_w01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_wall_w01_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_wall_w01_df.tga.dds.
Failed to open file rsx/textures/mansion_a_wall_w01_df.tga.
Failed to open file mansion_a_wall_w01_nm.tga.
Failed to open file mansion_a_wall_w01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_wall_w01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_wall_w01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_wall_w01_nm.tga.
Failed to open file mansion_a_wall_w01_nm.tga.
Failed to open file mansion_a_wall_w01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_wall_w01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_wall_w01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_wall_w01_nm.tga.
Failed to open file mansion_a_wall_library_trim_01_df.tga.
Failed to open file mansion_a_wall_library_trim_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_wall_library_trim_01_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_wall_library_trim_01_df.tga.dds.
Failed to open file rsx/textures/mansion_a_wall_library_trim_01_df.tga.
Failed to open file mansion_a_wall_library_trim_01_nm.tga.
Failed to open file mansion_a_wall_library_trim_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_wall_library_trim_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_wall_library_trim_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_wall_library_trim_01_nm.tga.
Failed to open file mansion_a_wall_library_trim_01_nm.tga.
Failed to open file mansion_a_wall_library_trim_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_wall_library_trim_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_wall_library_trim_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_wall_library_trim_01_nm.tga.
Failed to open file mansion_a_column_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.scene.xml.
Failed to open file mansion_a_column_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.scene.xml.
Failed to open file mansion_a_column_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.scene.xml.
Failed to open file mansion_a_column_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.scene.xml.
Failed to open file mansion_a_column_library_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_column_library_01.scene.xml.
Failed to open file rsx/textures/mansion_a_column_library_01.scene.xml.
Failed to open file mansion_a_winery_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_winery_01.scene.xml.
Failed to open file rsx/textures/mansion_a_winery_01.scene.xml.
Failed to open file mansion_a_winery_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_winery_01.elu.
Failed to open file rsx/textures/mansion_a_winery_01.elu.
Failed to open file mansion_a_winery_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_winery_01.elu.xml.
Failed to open file rsx/textures/mansion_a_winery_01.elu.xml.
Failed to open file mansion_a_winery_01_df.tga.
Failed to open file mansion_a_winery_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_winery_01_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_winery_01_df.tga.dds.
Failed to open file rsx/textures/mansion_a_winery_01_df.tga.
Failed to open file mansion_a_winery_01_nm.tga.
Failed to open file mansion_a_winery_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_winery_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_winery_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_winery_01_nm.tga.
Failed to open file mansion_a_winery_01_nm.tga.
Failed to open file mansion_a_winery_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_winery_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_winery_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_winery_01_nm.tga.
Failed to open file mansion_a_drum_wood_01.scene.xml.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01.scene.xml.
Failed to open file rsx/textures/mansion_a_drum_wood_01.scene.xml.
Failed to open file mansion_a_drum_wood_01.elu.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01.elu.
Failed to open file rsx/textures/mansion_a_drum_wood_01.elu.
Failed to open file mansion_a_drum_wood_01.elu.xml.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01.elu.xml.
Failed to open file rsx/textures/mansion_a_drum_wood_01.elu.xml.
Failed to open file mansion_a_drum_wood_01_df.tga.
Failed to open file mansion_a_drum_wood_01_df.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01_df.tga.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01_df.tga.dds.
Failed to open file rsx/textures/mansion_a_drum_wood_01_df.tga.
Failed to open file mansion_a_drum_wood_01_nm.tga.
Failed to open file mansion_a_drum_wood_01_nm.tga.dds.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01_nm.tga.
Failed to open file rsx/maps/mansion/mansion_a_drum_wood_01_nm.tga.dds.
Failed to open file rsx/textures/mansion_a_drum_wood_01_nm.tga.
Failed to open file mansion_a_drum_wood_01_nm.tga.
Failed to open file mansion_a_drum_wood_01_nm.tga.dds.
